cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,no_uncertainty,low_uncertainty,high_uncertainty,unlimited_uncertainty,trial,cycle,target_angle,experimental_condition
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,14,90,replication_instructions
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,15,90,replication_instructions
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,16,90,replication_instructions
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,17,90,replication_instructions
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,18,90,replication_instructions
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,19,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.240158492334634,0.0,0.0,1.0,0.0,21,20,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.987334064505454,0.0,0.0,1.0,0.0,22,21,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.645111894025427,0.0,0.0,1.0,0.0,23,22,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.993235179435346,0.0,0.0,0.0,1.0,24,23,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.38888009170969,1.0,0.0,0.0,0.0,25,24,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.837342455053745,0.0,1.0,0.0,0.0,26,25,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.030462285006287,0.0,1.0,0.0,0.0,27,26,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.37210817131848,1.0,0.0,0.0,0.0,28,27,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.307903354521647,0.0,0.0,1.0,0.0,29,28,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.235019719139025,0.0,0.0,1.0,0.0,30,29,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.509241685321948,0.0,0.0,1.0,0.0,31,30,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.709899419089365,0.0,0.0,1.0,0.0,32,31,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.95167503116265,1.0,0.0,0.0,0.0,33,32,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.717617105754771,0.0,0.0,1.0,0.0,34,33,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.621782028742299,1.0,0.0,0.0,0.0,35,34,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.982125227565264,0.0,0.0,1.0,0.0,36,35,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.42465401906724,1.0,0.0,0.0,0.0,37,36,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.577843131107288,0.0,0.0,1.0,0.0,38,37,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.893841774762633,1.0,0.0,0.0,0.0,39,38,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.039717114418785,0.0,0.0,1.0,0.0,40,39,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.240398946974356,0.0,0.0,0.0,1.0,41,40,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.139916296518123,1.0,0.0,0.0,0.0,42,41,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.071851776816974,0.0,1.0,0.0,0.0,43,42,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.3238481843937,0.0,0.0,0.0,1.0,44,43,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.507886019581067,0.0,1.0,0.0,0.0,45,44,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.183547170217706,1.0,0.0,0.0,0.0,46,45,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.271667556475245,0.0,1.0,0.0,0.0,47,46,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.988356492407455,0.0,1.0,0.0,0.0,48,47,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.581027761337319,0.0,0.0,0.0,1.0,49,48,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.472221571678315,1.0,0.0,0.0,0.0,50,49,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.14294987317951,1.0,0.0,0.0,0.0,51,50,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.534845829800517,0.0,0.0,1.0,0.0,52,51,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.336766867448603,0.0,1.0,0.0,0.0,53,52,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.214213317170342,0.0,0.0,1.0,0.0,54,53,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.385816911244747,1.0,0.0,0.0,0.0,55,54,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.40870841440551,0.0,0.0,0.0,1.0,56,55,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.942733176375185,0.0,0.0,0.0,1.0,57,56,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.337865680607887,0.0,1.0,0.0,0.0,58,57,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22.013539556771867,0.0,1.0,0.0,0.0,59,58,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.825759390774827,0.0,0.0,1.0,0.0,60,59,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.913133292664195,0.0,0.0,0.0,1.0,61,60,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.451767915667808,0.0,0.0,1.0,0.0,62,61,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.809642661817882,0.0,1.0,0.0,0.0,63,62,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.286901573700138,0.0,0.0,1.0,0.0,64,63,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.978141652200993,1.0,0.0,0.0,0.0,65,64,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.98107391145271,0.0,0.0,0.0,1.0,66,65,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.817851508996235,1.0,0.0,0.0,0.0,67,66,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.802302234883843,0.0,1.0,0.0,0.0,68,67,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.62158753696637,1.0,0.0,0.0,0.0,69,68,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.667403581760063,1.0,0.0,0.0,0.0,70,69,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.126714464925582,0.0,1.0,0.0,0.0,71,70,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.607112088931999,0.0,0.0,0.0,1.0,72,71,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.690416342892004,0.0,0.0,1.0,0.0,73,72,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.240603651168229,0.0,0.0,0.0,1.0,74,73,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.438922296502807,1.0,0.0,0.0,0.0,75,74,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.751648318754354,0.0,0.0,1.0,0.0,76,75,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.578178813918642,0.0,1.0,0.0,0.0,77,76,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.860817042358244,1.0,0.0,0.0,0.0,78,77,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.650276879279675,0.0,1.0,0.0,0.0,79,78,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.94574545709551,0.0,0.0,0.0,1.0,80,79,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.323937413361838,0.0,0.0,1.0,0.0,81,80,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.963803774445479,0.0,1.0,0.0,0.0,82,81,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.719250571681783,1.0,0.0,0.0,0.0,83,82,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.4580437038833995,0.0,0.0,0.0,1.0,84,83,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.412581017971041,0.0,0.0,1.0,0.0,85,84,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.708546126476687,0.0,0.0,1.0,0.0,86,85,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0430357883809735,1.0,0.0,0.0,0.0,87,86,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.496900008750321,0.0,0.0,0.0,1.0,88,87,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.611603826915855,0.0,0.0,1.0,0.0,89,88,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.092179395855675,0.0,1.0,0.0,0.0,90,89,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.740971814207845,0.0,1.0,0.0,0.0,91,90,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.784252955738438,1.0,0.0,0.0,0.0,92,91,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.678826491980253,0.0,0.0,0.0,1.0,93,92,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.567980836081835,0.0,0.0,0.0,1.0,94,93,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.659364447955044,0.0,0.0,0.0,1.0,95,94,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21.552732997841783,0.0,1.0,0.0,0.0,96,95,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.322389343680499,0.0,0.0,0.0,1.0,97,96,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.193743194326746,0.0,0.0,0.0,1.0,98,97,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.48733748640408,0.0,1.0,0.0,0.0,99,98,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.81868197650746,1.0,0.0,0.0,0.0,100,99,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.150473144455034,0.0,0.0,0.0,1.0,101,100,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.759925283585313,1.0,0.0,0.0,0.0,102,101,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.862462241741099,0.0,1.0,0.0,0.0,103,102,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.39914632679288,0.0,0.0,0.0,1.0,104,103,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.74480285838848,1.0,0.0,0.0,0.0,105,104,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.699590698704255,0.0,0.0,1.0,0.0,106,105,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.765208094231042,1.0,0.0,0.0,0.0,107,106,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.59597951298197,0.0,0.0,0.0,1.0,108,107,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.569237901558827,0.0,1.0,0.0,0.0,109,108,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.221705950656327,0.0,1.0,0.0,0.0,110,109,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.488039420530956,0.0,1.0,0.0,0.0,111,110,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.658106965508171,0.0,0.0,1.0,0.0,112,111,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.872286381218391,0.0,1.0,0.0,0.0,113,112,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.33483384133325,0.0,0.0,1.0,0.0,114,113,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.061488991499576,0.0,1.0,0.0,0.0,115,114,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.659189894565724,0.0,1.0,0.0,0.0,116,115,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.80740828963957,0.0,1.0,0.0,0.0,117,116,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.605870060617246,0.0,0.0,1.0,0.0,118,117,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.735375352244926,0.0,0.0,0.0,1.0,119,118,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.724250959481804,0.0,0.0,1.0,0.0,120,119,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.41051974649602,0.0,0.0,1.0,0.0,121,120,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.230460404053133,0.0,0.0,0.0,1.0,122,121,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.376237783632827,0.0,0.0,1.0,0.0,123,122,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.770627975822459,1.0,0.0,0.0,0.0,124,123,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.773749542815517,1.0,0.0,0.0,0.0,125,124,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.162359866641053,1.0,0.0,0.0,0.0,126,125,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.024353381734533,0.0,0.0,0.0,1.0,127,126,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.40284647634912,1.0,0.0,0.0,0.0,128,127,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.101473172617704,0.0,1.0,0.0,0.0,129,128,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.225318762789602,0.0,0.0,0.0,1.0,130,129,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.327037737702552,0.0,0.0,0.0,1.0,131,130,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.528850123786819,1.0,0.0,0.0,0.0,132,131,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.818910506868157,0.0,0.0,1.0,0.0,133,132,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.10134730732966,1.0,0.0,0.0,0.0,134,133,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.23116774558969,0.0,0.0,1.0,0.0,135,134,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.531349769893302,0.0,1.0,0.0,0.0,136,135,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.343462091170501,1.0,0.0,0.0,0.0,137,136,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.285631884523353,0.0,0.0,0.0,1.0,138,137,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.056999574454588,0.0,0.0,1.0,0.0,139,138,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.852816894889285,0.0,0.0,1.0,0.0,140,139,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.07991017630471,0.0,0.0,0.0,1.0,141,140,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.743856323200516,0.0,0.0,0.0,1.0,142,141,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.455851113017113,0.0,1.0,0.0,0.0,143,142,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.161636955478556,0.0,0.0,1.0,0.0,144,143,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.181289616958846,0.0,0.0,1.0,0.0,145,144,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.268251332036098,0.0,0.0,0.0,1.0,146,145,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.90611846485438,0.0,0.0,0.0,1.0,147,146,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.970323602501063,0.0,1.0,0.0,0.0,148,147,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.647083977607624,1.0,0.0,0.0,0.0,149,148,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.633350099619358,1.0,0.0,0.0,0.0,150,149,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.586018910295913,0.0,0.0,0.0,1.0,151,150,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.46420367905006,0.0,0.0,1.0,0.0,152,151,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.618194694309521,0.0,1.0,0.0,0.0,153,152,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.19663001060687,0.0,1.0,0.0,0.0,154,153,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.594217537302423,1.0,0.0,0.0,0.0,155,154,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.083887979986786,0.0,1.0,0.0,0.0,156,155,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.274470430981959,1.0,0.0,0.0,0.0,157,156,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.925963276705335,1.0,0.0,0.0,0.0,158,157,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.31706013913122,1.0,0.0,0.0,0.0,159,158,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.562088173614837,0.0,0.0,0.0,1.0,160,159,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.432128890319676,0.0,1.0,0.0,0.0,161,160,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.615565383103464,0.0,0.0,1.0,0.0,162,161,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.28738678675864,0.0,0.0,0.0,1.0,163,162,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.944672051385362,1.0,0.0,0.0,0.0,164,163,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.948085039244386,0.0,0.0,1.0,0.0,165,164,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.486868347257966,0.0,0.0,1.0,0.0,166,165,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.46686680899674,0.0,0.0,0.0,1.0,167,166,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.651451046575112,1.0,0.0,0.0,0.0,168,167,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.833293865752855,0.0,1.0,0.0,0.0,169,168,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.5049695860987,0.0,0.0,1.0,0.0,170,169,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.654479068188769,1.0,0.0,0.0,0.0,171,170,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.237492142378686,0.0,1.0,0.0,0.0,172,171,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.284813297040946,1.0,0.0,0.0,0.0,173,172,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.000105025024306,0.0,1.0,0.0,0.0,174,173,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.889008384888495,0.0,1.0,0.0,0.0,175,174,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.499448552664221,1.0,0.0,0.0,0.0,176,175,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.844193753423042,0.0,0.0,0.0,1.0,177,176,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.591173539010507,0.0,0.0,0.0,1.0,178,177,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.08788108806787,0.0,1.0,0.0,0.0,179,178,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.377173664016457,0.0,0.0,1.0,0.0,180,179,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.86073104990428,0.0,1.0,0.0,0.0,181,180,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.298766436600761,0.0,1.0,0.0,0.0,182,181,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.681309850939005,0.0,0.0,0.0,1.0,183,182,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.059866822168825,0.0,0.0,0.0,1.0,184,183,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.636387323790242,0.0,0.0,0.0,1.0,185,184,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.682708921916088,0.0,0.0,0.0,1.0,186,185,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.373819371304847,0.0,0.0,0.0,1.0,187,186,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.967395996688115,0.0,0.0,1.0,0.0,188,187,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7200903087683539,1.0,0.0,0.0,0.0,189,188,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.24820671516957,1.0,0.0,0.0,0.0,190,189,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.698271995372244,0.0,0.0,1.0,0.0,191,190,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.31882718939187,0.0,1.0,0.0,0.0,192,191,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.028888693460798,0.0,0.0,1.0,0.0,193,192,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.382208971338954,0.0,0.0,0.0,1.0,194,193,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.486246591841983,0.0,1.0,0.0,0.0,195,194,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.123843000043664,0.0,0.0,1.0,0.0,196,195,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.131696810100099,0.0,0.0,0.0,1.0,197,196,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.06947318098221,0.0,1.0,0.0,0.0,198,197,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.712719756015257,0.0,0.0,0.0,1.0,199,198,90,replication_instructions
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21.41859001299806,1.0,0.0,0.0,0.0,200,199,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,200,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,201,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,202,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,203,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,204,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,205,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,206,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,207,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209,208,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,209,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,210,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212,211,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,212,90,replication_instructions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,213,90,replication_instructions
